0 1 2
677 1002 1440
680 1006 1393
690 1004 1110
693 1009 1078
698 1008 1285
488 990 1551
489 986 1191
490 985 1536
491 1001 1435
492 995 1465
506 996 1060
511 992 1408
514 1000 1063
520 987 1087
523 999 1461
538 985 1248
539 991 1231
545 988 1446
546 986 1290
547 997 1575
550 994 1630
564 993 1359
590 998 1357
592 992 1107
597 995 1444
602 998 1414
603 997 1233
614 984 1086
616 987 1312
623 999 1212
631 993 1291
646 994 1373
663 988 1524
665 1000 1354
666 984 1348
667 1001 1237
668 996 1125
669 991 1313
671 989 1538
606 990 1241
607 989 1463
511 982 1470
563 977 1218
565 978 1219
575 978 1339
585 981 1134
596 976 1211
598 983 1414
603 980 1119
615 979 1664
647 975 1126
651 979 1119
657 976 1410
672 980 1543
675 983 1196
680 982 1613
685 975 1545
695 981 1465
698 977 1062
487 965 1447
489 974 1642
490 971 1601
494 973 1440
495 966 1435
501 963 1174
512 970 1408
513 968 1417
522 960 1300
528 971 1400
529 959 1308
534 961 1327
564 969 1522
565 970 1508
567 973 1527
572 974 1644
573 972 1529
574 964 1189
577 958 1332
590 957 1647
601 969 1569
604 964 1310
612 962 1301
620 960 1312
626 957 1645
629 961 1178
642 958 1182
660 972 1382
683 968 1405
684 962 1316
685 966 1345
686 963 1303
687 959 1313
689 967 1619
609 965 1367
610 967 1381
487 931 1175
488 945 1072
490 947 1061
490 929 1192
499 938 1463
503 927 1381
511 931 1645
512 945 1291
526 956 1512
527 953 1604
529 951 1565
536 941 1163
537 928 1604
539 937 1566
545 933 1605
546 953 1205
547 925 1588
548 943 1334
549 949 1234
556 949 1200
559 922 1176
560 946 1136
560 921 1589
561 934 1244
570 956 1583
572 928 1122
573 942 1605
574 922 1590
575 954 1632
576 923 1311
583 923 1082
586 952 1376
588 925 1073
589 936 1574
589 939 1589
595 941 1386
601 927 1658
602 938 1665
605 946 1495
608 936 1618
617 930 1405
618 933 1445
621 940 1354
622 942 1528
626 926 1588
631 932 1590
636 935 1099
638 950 1419
648 955 1100
652 930 1294
654 924 1420
657 940 1626
661 951 1501
664 937 1363
666 934 1127
671 954 1209
672 955 1326
674 948 1458
676 932 1369
677 950 1230
678 921 1149
681 947 1129
682 944 1178
684 952 1387
689 943 1152
690 924 1486
692 944 1260
694 926 1092
695 935 1307
696 939 1148
699 929 1498
700 948 1212
489 919 1392
489 905 1584
501 917 1566
502 909 1587
506 908 1565
507 909 1504
509 906 1064
510 906 1507
520 913 1479
522 920 1560
526 907 1394
536 898 1095
547 918 1296
555 917 1151
564 904 1235
566 915 1538
574 918 1628
582 908 1208
590 904 1337
593 899 1619
599 905 1293
600 919 1625
635 903 1077
636 913 1145
637 912 1195
638 920 1145
639 900 1195
643 900 1077
647 907 1448
650 897 1096
653 898 1586
656 897 1395
659 902 1170
661 911 1371
662 910 1593
664 901 1094
665 901 1332
666 899 1651
669 912 1383
670 914 1491
672 916 1287
682 910 1202
683 911 1630
684 915 1497
687 903 1559
688 914 1477
690 916 1616
700 902 1084
519 895 1078
546 895 1333
554 892 1622
563 893 1609
566 895 1367
569 891 1240
573 896 1404
581 894 1080
583 892 1568
590 893 1331
597 896 1271
601 891 1452
649 896 1514
650 891 1514
654 892 1253
655 894 1254
668 893 1112
682 894 1397
486 875 1420
488 879 1459
492 885 1612
495 874 1370
501 873 1649
508 880 1636
515 889 1468
518 889 1460
521 880 1462
527 881 1245
531 886 1132
531 890 1109
534 888 1626
538 878 1227
539 874 1235
544 882 1395
545 885 1661
549 873 1236
555 886 1578
557 876 1359
558 875 1359
559 881 1634
572 887 1413
575 884 1607
578 876 1229
578 877 1108
579 885 1286
580 882 1213
580 890 1185
604 888 1373
613 884 1361
615 887 1211
632 883 1152
633 874 1485
634 886 1172
640 882 1107
649 876 1490
653 887 1422
658 879 1422
658 881 1531
659 883 1442
665 877 1426
666 888 1448
667 880 1659
673 875 1144
675 873 1104
678 884 1371
679 883 1650
679 878 1186
685 878 1535
686 890 1171
691 877 1447
606 889 1282
607 879 1548
513 871 1564
542 872 1625
584 871 1135
620 872 1573
637 870 1259
645 870 1617
660 872 1169
662 871 1663
676 870 1143
496 868 1420
502 864 1318
509 868 1415
510 869 1643
514 864 1180
517 868 1429
525 866 1395
527 869 1652
563 866 1524
575 869 1653
576 867 1479
600 865 1307
602 864 1330
619 866 1485
625 865 1183
653 865 1320
659 867 1369
485 867 1346
492 860 1103
495 855 1633
496 853 1167
500 852 1361
505 863 1485
510 859 1549
515 856 1147
525 860 1268
530 848 1519
532 850 1274
533 849 1210
535 847 1092
538 853 1550
544 861 1325
547 854 1665
550 847 1657
551 860 1191
552 857 1168
553 855 1289
555 846 1336
561 857 1279
562 851 1342
568 859 1612
569 848 1585
581 862 1400
583 851 1593
586 854 1516
592 848 1601
595 858 1595
596 861 1081
600 847 1336
605 859 1480
612 858 1060
618 863 1098
628 846 1073
629 852 1128
631 862 1576
632 850 1336
639 849 1495
645 851 1627
650 862 1142
652 853 1459
663 856 1093
665 855 1664
671 846 1273
674 850 1489
675 849 1457
678 858 1157
680 856 1644
687 857 1343
697 852 1343
485 861 1329
609 863 1319
610 854 1342
486 845 1187
488 840 1648
499 843 1373
511 844 1276
516 844 1444
521 841 1306
566 842 1515
591 841 1533
594 840 1217
599 842 1234
603 844 1432
608 843 1160
611 842 1342
621 845 1231
630 840 1484
637 841 1248
641 845 1375
688 843 1343
521 837 1196
545 838 1339
553 836 1198
556 834 1277
564 835 1614
567 838 1547
572 837 1631
580 834 1664
591 835 1286
593 837 1241
594 833 1360
602 833 1635
648 834 1428
649 836 1427
655 838 1165
656 833 1165
686 835 1545
700 836 1158
486 817 1100
487 821 1261
491 816 1093
494 827 1171
506 815 1450
508 824 1451
516 831 1468
517 831 1262
519 824 1364
523 830 1294
528 820 1226
529 816 1337
537 822 1377
541 828 1511
541 832 1509
543 823 1096
546 829 1572
548 826 1654
551 818 1306
551 819 1510
552 827 1609
554 823 1179
554 832 1482
573 827 1299
576 815 1338
582 828 1281
584 818 1647
585 817 1647
588 822 1416
603 830 1182
611 826 1320
619 829 1154
627 825 1209
633 828 1615
634 816 1324
644 823 1508
647 829 1102
651 821 1102
651 822 1469
655 818 1490
662 825 1467
667 820 1552
668 832 1612
673 819 1551
683 819 1161
684 830 1586
685 824 1173
691 817 1142
693 815 1453
696 826 1094
697 825 1496
697 820 1481
610 821 1270
609 831 1577
514 813 1564
533 814 1293
557 813 1573
616 814 1135
635 812 1456
641 812 1288
659 813 1506
663 814 1592
694 812 1143
493 810 1100
507 806 1350
509 811 1289
510 810 1585
513 806 1214
518 810 1252
532 808 1096
537 811 1540
548 811 1539
549 809 1560
591 808 1382
599 807 1230
601 806 1581
615 808 1324
628 807 1399
647 807 1361
662 809 1092
485 809 1238
491 797 1368
493 795 1567
494 802 1423
504 794 1320
505 805 1324
509 801 1412
516 798 1146
524 790 1369
525 792 1556
528 795 1411
532 802 1518
540 789 1267
542 791 1153
543 803 1483
553 804 1248
556 793 1170
561 796 1266
565 789 1536
570 800 1278
571 803 1199
574 796 1658
577 790 1657
578 802 1642
579 799 1591
581 797 1643
582 788 1089
586 799 1594
587 793 1091
594 789 1415
598 801 1171
599 790 1089
608 801 1184
614 800 1174
622 805 1418
623 794 1424
625 788 1176
626 804 1190
627 792 1089
641 793 1295
643 791 1618
656 804 1144
657 795 1261
660 798 1370
669 799 1090
679 794 1090
683 797 1622
689 788 1557
692 792 1489
693 791 1258
696 800 1372
698 798 1290
485 803 1597
606 805 1351
607 796 1091
486 787 1473
487 782 1449
503 785 1182
512 786 1571
515 786 1527
519 783 1229
563 783 1533
569 782 1217
593 784 1265
600 784 1311
604 786 1322
605 785 1425
613 784 1091
617 787 1308
624 782 1323
635 783 1400
645 787 1243
670 785 1090
475 1061 1300
478 1065 1144
473 1088 1629
481 1113 1374
482 1113 1515
484 1130 1449
475 1137 1372
480 1142 1623
482 1151 1476
477 1157 1641
474 1168 1385
478 1172 1328
481 1183 1598
479 1187 1562
483 1208 1356
483 1233 1649
479 1242 1624
478 1247 1608
477 1258 1598
483 1265 1624
481 1272 1473
473 1280 1663
484 1297 1302
482 1310 1450
474 1381 1639
479 1384 1399
475 1384 1457
480 1389 1655
473 1454 1648
476 1463 1542
484 1506 1596
480 1520 1615
476 1582 1591
476 1301 1603
477 1087 1192
474 1086 1603
446 1062 1569
466 1063 1189
464 1063 1385
458 1064 1418
453 1069 1338
441 1071 1161
438 1071 1289
444 1076 1631
461 1076 1635
446 1080 1544
440 1081 1441
447 1082 1497
472 1083 1169
454 1084 1665
451 1085 1581
450 1095 1136
471 1097 1553
466 1097 1614
459 1098 1507
437 1099 1607
456 1105 1563
442 1106 1131
464 1106 1133
439 1110 1276
455 1111 1156
452 1111 1198
447 1114 1236
440 1116 1426
439 1116 1643
459 1120 1290
448 1131 1308
458 1139 1644
448 1141 1608
454 1141 1655
438 1155 1362
460 1159 1190
451 1160 1332
450 1164 1360
440 1166 1358
470 1169 1600
460 1184 1661
468 1188 1621
456 1189 1496
450 1194 1333
460 1194 1452
441 1199 1466
453 1200 1651
437 1201 1592
448 1202 1658
445 1203 1330
454 1231 1455
444 1240 1513
459 1272 1273
469 1276 1440
455 1284 1461
452 1291 1365
461 1299 1480
472 1316 1666
439 1321 1344
462 1321 1386
471 1325 1638
443 1326 1541
449 1327 1580
465 1330 1493
467 1331 1396
468 1341 1599
437 1348 1666
467 1358 1532
464 1362 1583
449 1366 1544
463 1059 1391
452 1393 1414
444 1394 1574
469 1396 1611
461 1398 1576
455 1413 1620
443 1415 1441
467 1417 1575
462 1417 1582
472 1419 1654
445 1425 1630
443 1455 1472
465 1059 1464
471 1465 1571
442 1466 1585
466 1470 1610
457 1471 1563
462 1472 1561
456 1479 1637
469 1483 1541
442 1486 1638
470 1493 1521
468 1494 1592
463 1495 1654
457 1505 1560
445 1505 1556
446 1523 1645
438 1543 1571
441 1546 1610
449 1554 1572
470 1555 1621
457 1575 1650
463 1581 1599
465 1607 1618
458 1557 1562
451 1274 1637
447 1149 1296
453 1148 1628
430 1060 1530
434 1088 1634
432 1113 1493
428 1115 1521
434 1134 1164
429 1146 1451
431 1158 1430
435 1172 1656
434 1175 1460
429 1177 1281
431 1191 1269
431 1237 1623
432 1249 1567
433 1252 1640
430 1283 1512
433 1309 1554
432 1350 1651
433 1406 1484
436 1421 1653
435 1423 1659
436 1433 1577
435 1443 1553
428 1458 1542
436 1469 1484
428 1633 1652
429 1109 1167
430 1108 1421
414 1062 1253
414 1069 1582
410 1075 1244
419 1076 1633
426 1077 1506
413 1078 1277
422 1079 1121
415 1095 1128
417 1098 1380
412 1099 1431
418 1105 1388
411 1110 1218
417 1117 1267
421 1133 1316
423 1178 1515
411 1179 1434
414 1183 1279
415 1187 1215
417 1249 1254
413 1268 1454
419 1270 1526
410 1278 1458
415 1280 1464
412 1285 1427
421 1287 1319
416 1298 1326
420 1303 1341
424 1304 1403
427 1306 1528
426 1307 1626
418 1325 1511
419 1340 1407
427 1345 1577
423 1347 1405
416 1352 1634
426 1363 1556
425 1372 1374
420 1389 1559
413 1397 1410
424 1429 1578
423 1456 1475
422 1457 1586
418 1477 1625
420 1478 1500
410 1503 1557
422 1512 1627
416 1554 1610
427 1474 1499
424 1428 1535
425 1402 1570
425 1219 1447
421 1216 1356
411 1123 1184
412 1124 1443
404 1065 1345
401 1070 1341
407 1072 1262
402 1074 1578
409 1101 1539
403 1101 1510
408 1103 1173
402 1147 1636
403 1163 1579
405 1167 1401
403 1174 1492
406 1232 1620
404 1255 1397
401 1260 1639
409 1282 1340
407 1302 1416
405 1318 1497
406 1323 1380
409 1323 1531
401 1368 1540
406 1429 1640
407 1513 1570
404 1517 1642
408 1526 1611
405 1599 1624
408 1615 1656
402 1509 1567
387 1114 1385
390 1117 1519
394 1125 1521
397 1126 1250
386 1130 1518
391 1132 1483
398 1134 1251
398 1157 1242
386 1158 1525
400 1162 1263
395 1163 1295
383 1193 1376
392 1194 1368
399 1195 1663
386 1196 1568
395 1197 1204
396 1212 1265
384 1213 1434
400 1229 1445
399 1230 1294
400 1237 1282
396 1239 1354
391 1246 1471
394 1247 1383
397 1252 1281
385 1256 1419
394 1257 1478
395 1258 1448
396 1259 1264
383 1260 1595
391 1293 1491
393 1348 1561
393 1351 1616
389 1352 1416
389 1358 1620
388 1391 1596
387 1393 1428
388 1394 1424
387 1399 1594
390 1401 1427
390 1406 1418
392 1407 1433
392 1443 1548
389 1486 1660
399 1274 1501
383 1273 1503
397 1253 1552
385 1254 1613
384 1221 1543
398 1220 1551
388 1216 1473
393 1215 1476
384 1207 1480
385 1206 1526
382 1069 1662
377 1070 1203
378 1074 1298
379 1075 1584
380 1075 1587
381 1085 1115
379 1114 1335
381 1140 1566
377 1140 1565
382 1162 1555
381 1168 1650
380 1177 1660
379 1188 1499
382 1193 1392
378 1193 1504
381 1259 1558
377 1275 1456
382 1283 1327
378 1292 1464
380 1340 1365
380 1391 1646
378 1433 1523
379 1461 1579
377 1496 1591
474 780 1058
475 778 1053
476 776 1055
477 779 1047
478 779 1050
479 775 1049
480 778 1048
481 777 1056
482 776 1054
483 780 1052
484 775 1057
473 777 1051
438 764 1026
439 757 1031
440 772 1024
441 772 1036
442 759 1030
443 758 1020
444 770 1015
445 767 1042
446 762 1021
447 771 1028
448 774 1044
449 766 1039
450 769 1037
451 767 1033
452 762 1012
453 763 1035
454 768 1034
455 761 1016
456 757 1014
457 764 1040
458 771 1041
459 763 1029
460 773 1022
461 773 1019
462 760 1046
463 758 1018
464 760 1045
465 759 1013
466 768 1025
467 774 1011
468 770 1017
469 765 1043
470 769 1038
471 765 1027
472 761 1023
437 766 1032
429 755 1005
430 755 1003
431 755 1002
432 756 1008
433 754 1004
434 756 1010
435 754 1009
436 756 1007
428 754 1006
411 752 993
412 748 994
413 752 985
414 749 990
415 750 989
416 749 998
417 749 995
418 752 1001
419 751 988
420 748 1000
421 751 992
422 753 991
423 753 987
424 751 986
425 750 999
426 750 996
427 753 984
410 748 997
402 745 978
403 745 979
404 745 981
405 746 982
406 744 980
407 746 976
408 744 983
409 746 975
401 744 977
384 742 957
385 738 958
386 742 971
387 739 965
388 740 967
389 739 969
390 739 973
391 742 966
392 741 972
393 741 970
394 738 968
395 743 959
396 743 960
397 741 974
398 740 961
399 740 963
400 743 962
383 738 964
358 922 929
358 923 941
356 924 953
357 925 947
354 926 937
354 927 948
355 928 955
358 930 954
355 931 942
353 932 951
356 933 945
356 921 934
353 935 946
354 936 950
353 938 944
355 939 952
357 940 943
357 949 956
354 735 778
355 736 780
356 734 776
357 736 777
358 734 775
353 735 779
