0 1 2 3 4 5 6 7 8 9
36 145 234 271 284 330 387 419 439 475
58 166 195 280 293 326 388 448 513 622
59 136 220 252 276 351 387 424 484 614
83 170 209 254 278 339 386 456 554 566
86 117 207 270 288 347 386 442 527 590
36 159 206 282 283 357 381 411 447 605
41 128 187 256 303 331 385 451 578 601
46 121 191 265 301 367 384 490 556 589
50 129 216 259 287 344 384 450 477 619
54 169 222 277 284 345 385 520 530 546
63 149 227 260 278 349 382 462 533 586
66 126 223 275 307 340 380 483 534 584
73 161 218 262 296 352 379 438 537 616
74 141 217 300 304 368 381 431 524 626
80 130 200 257 286 365 380 412 435 574
81 124 194 271 285 359 379 423 564 602
82 167 232 252 268 324 383 407 417 603
85 148 234 261 273 371 383 518 612 622
34 162 205 255 267 323 382 468 480 563
35 153 193 253 273 346 377 470 476 610
42 144 189 288 295 355 376 417 448 478
60 141 215 262 303 324 377 461 540 559
67 127 236 263 280 319 378 509 514 582
70 136 209 291 301 360 376 415 445 612
76 116 238 255 279 316 378 529 555 570
42 147 206 250 277 314 461 497 514 576
58 149 208 265 307 313 408 440 529 613
44 160 201 262 266 311 437 474 536 608
52 131 208 263 276 310 411 506 579 593
63 167 196 296 305 310 439 481 527 558
84 139 190 278 299 311 412 469 482 515
37 160 226 248 254 327 418 427 450 580
40 171 192 247 292 342 440 464 544 582
41 168 218 246 278 366 420 523 526 595
47 137 229 249 267 333 424 455 573 618
48 163 199 248 260 322 422 539 610 621
50 124 241 249 306 348 409 420 457 525
55 169 211 247 255 359 454 572 608 615
56 133 228 246 281 315 442 495 542 560
61 156 198 249 279 335 490 494 532 625
65 122 202 246 269 338 508 547 549 619
73 121 233 248 299 332 502 507 572 620
77 143 242 247 264 317 452 479 522 589
53 166 184 256 274 368 475 583 590 598
34 144 185 259 286 321 519 542 554 599
61 138 181 258 271 358 430 523 592 600
68 115 182 253 270 321 460 524 579 604
72 146 181 255 306 350 436 465 483 611
85 162 182 285 294 363 429 509 516 559
68 113 189 258 290 323 410 558 583 614
74 114 195 251 275 361 414 596 599 618
39 110 187 260 269 340 405 454 504 517
48 111 228 251 265 319 478 518 571 577
78 110 239 251 291 366 452 477 532 545
88 111 212 293 304 336 410 419 455 548
31 131 227 266 298 326 433 470 497 516
32 159 225 257 272 355 408 510 512 539
28 137 207 259 272 342 488 513 588 603
28 152 230 283 295 356 433 540 607 621
29 157 200 264 267 345 434 496 526 627
29 165 211 272 289 329 418 508 545 556
33 100 186 372 402 403 404 638 639 761
30 101 209 433 483 502 524 650 726 818
27 104 192 406 434 599 612 673 719 811
38 100 227 410 445 508 623 696 752 778
50 100 234 405 431 482 582 720 724 810
62 100 229 447 474 511 602 712 742 800
64 100 188 441 458 505 621 646 755 785
73 100 208 449 530 542 600 666 699 817
77 100 207 446 552 559 584 644 738 776
87 100 235 448 481 490 526 670 685 792
83 102 183 532 540 572 622 658 680 779
52 105 180 510 538 541 553 657 741 789
67 103 202 395 537 550 573 675 750 781
37 104 212 374 533 570 616 682 705 777
39 107 217 373 486 488 566 668 698 794
79 101 195 375 491 543 591 674 730 790
42 102 216 469 506 548 597 628 713 793
85 105 211 424 489 523 626 629 718 763
69 106 240 472 494 501 610 642 703 756
41 104 232 443 485 539 564 676 723 758
55 101 206 407 455 580 595 649 700 757
56 105 237 417 470 504 589 663 679 760
76 102 197 519 525 605 617 660 684 759
47 106 214 512 518 520 606 636 678 771
63 105 223 536 576 577 619 635 665 806
78 104 196 437 514 521 567 634 707 787
89 107 204 408 438 460 615 637 716 799
70 106 201 420 534 579 598 633 731 770
74 102 218 422 471 546 588 632 664 762
61 107 219 435 480 497 581 631 645 796
81 101 225 442 503 585 625 630 694 803
45 103 213 398 477 492 516 732 754 782
51 101 193 400 439 487 545 709 717 815
57 104 205 401 444 456 479 688 739 804
59 102 243 396 498 544 578 659 669 802
88 105 190 397 416 421 529 652 667 812
34 103 194 399 463 522 607 643 704 797
53 102 203 392 415 418 509 656 745 786
58 106 187 389 423 466 554 695 729 773
60 103 191 391 413 419 574 640 693 813
65 101 220 393 440 563 569 686 706 783
82 103 233 390 500 560 592 697 722 816
84 107 236 394 451 531 618 746 747 801
43 105 222 386 499 562 609 662 689 798
66 107 215 387 450 565 571 692 751 805
68 103 241 388 427 464 517 715 734 788
35 102 242 380 425 493 558 661 733 814
40 105 231 379 496 596 604 655 683 808
44 107 199 383 409 452 590 671 687 784
48 103 221 381 465 527 627 727 740 775
49 106 226 382 414 535 551 677 753 768
72 104 230 384 453 583 587 708 710 795
75 101 238 385 428 457 478 672 714 764
36 106 200 378 547 603 620 711 737 772
71 104 228 377 411 454 594 651 721 819
90 103 224 376 601 608 613 681 744 809
46 101 184 412 429 568 624 702 743 774
54 107 185 436 476 561 586 647 749 766
80 104 182 430 484 513 549 648 690 765
86 106 181 426 461 467 556 735 748 767
32 102 210 462 473 495 611 653 691 807
31 106 239 515 528 575 614 641 701 769
28 105 198 459 468 475 557 654 736 780
29 107 189 432 507 555 593 725 728 791
