0 1 2
157 446 691
147 439 694
147 438 695
151 439 690
153 438 703
152 458 686
159 451 686
148 457 685
155 451 685
146 454 688
149 456 687
154 455 687
145 453 688
146 447 703
148 448 704
151 447 697
154 449 692
156 449 693
158 448 701
149 444 702
150 444 700
152 445 696
153 443 699
158 445 689
145 443 690
155 441 689
159 442 701
142 455 691
143 456 698
143 450 693
142 450 700
141 457 696
140 458 704
287 418 754
287 425 763
287 434 768
288 426 760
288 433 774
288 423 762
289 424 759
289 430 772
289 437 766
286 429 769
286 432 767
286 435 764
292 417 770
291 436 756
290 427 755
291 428 758
292 431 757
291 422 773
290 421 765
292 420 761
290 419 771
288 391 544
287 399 557
287 403 559
287 409 562
288 401 552
288 406 554
289 397 563
289 398 549
289 407 550
286 402 553
286 404 551
286 408 560
290 392 561
291 389 564
292 390 558
292 400 546
291 395 545
291 405 547
290 396 548
292 394 555
290 393 556
281 370 705
280 371 706
279 382 712
279 384 714
279 380 719
284 369 718
285 368 725
283 388 708
282 385 707
283 379 721
285 378 716
282 377 711
283 374 709
284 376 720
282 375 724
284 372 723
285 373 713
280 381 710
281 383 717
281 386 722
280 387 715
279 400 673
279 401 674
279 403 669
285 391 662
283 392 676
283 390 664
284 389 671
284 404 658
282 409 661
285 396 657
282 402 656
283 397 660
285 405 659
284 394 667
282 393 672
281 398 663
280 399 668
281 406 670
280 407 675
281 408 666
280 395 665
263 444 782
264 445 782
262 443 782
261 456 788
267 450 783
258 454 788
260 455 786
259 458 785
276 440 787
270 446 784
273 439 785
278 438 783
271 449 785
272 447 787
275 448 786
274 442 783
277 441 788
268 452 786
269 453 784
265 451 784
266 457 787
237 363 735
240 362 733
241 367 738
238 367 751
239 366 746
247 362 742
257 362 748
254 363 739
255 363 753
248 361 750
253 361 741
242 361 745
244 366 734
251 366 737
252 367 736
243 365 749
245 364 740
246 365 747
249 364 744
250 365 752
256 364 743
266 420 733
265 419 733
261 426 743
261 434 746
267 430 739
267 434 752
259 425 740
258 427 741
259 428 749
260 430 742
260 431 743
258 423 744
273 418 744
278 418 747
272 417 748
273 417 751
274 437 735
275 433 735
274 429 734
277 425 734
271 431 736
272 427 737
276 435 736
278 432 737
271 422 752
276 421 746
270 421 742
270 422 750
275 420 740
277 419 745
269 424 747
268 424 748
269 436 741
268 423 753
266 429 738
265 437 749
263 426 750
264 428 738
262 432 753
264 433 745
263 435 739
262 436 751
237 446 628
240 456 631
241 450 633
238 451 632
239 453 634
245 440 630
247 438 632
248 439 630
250 454 629
257 458 629
242 455 629
252 452 628
253 457 628
244 449 632
246 448 633
254 447 631
243 444 634
251 445 630
256 443 633
249 442 631
255 441 634
237 373 590
237 372 591
240 383 599
240 384 602
241 384 606
241 387 594
239 381 597
238 385 592
239 386 605
238 388 604
247 369 601
256 369 595
250 368 600
252 368 595
251 382 587
255 385 587
246 382 586
249 388 586
243 383 591
242 387 590
248 380 588
252 386 589
254 380 589
256 381 588
244 379 596
247 377 605
248 377 600
251 378 593
257 378 604
242 379 599
243 375 594
245 375 596
246 376 598
250 374 597
253 376 592
254 374 601
244 372 606
245 373 602
249 370 603
253 370 593
255 371 603
257 371 598
261 415 604
267 414 592
258 412 594
260 413 593
259 411 601
275 410 597
278 410 599
270 410 603
271 412 587
276 411 586
272 414 591
273 416 590
274 412 588
277 413 589
269 415 596
268 411 606
266 415 600
265 416 595
262 413 602
264 414 605
263 416 598
237 392 519
240 409 522
241 398 521
239 405 522
238 407 520
243 391 520
251 389 521
253 390 522
245 404 517
252 397 517
257 403 517
244 395 518
249 402 518
250 401 518
246 406 519
247 399 519
255 396 516
256 408 516
242 400 516
248 394 520
254 393 521
261 398 508
267 400 503
259 396 508
258 397 507
260 395 505
276 391 506
271 392 504
274 390 506
275 389 507
272 401 502
277 407 502
270 404 502
273 393 505
278 394 508
268 405 503
269 408 504
265 402 503
266 406 505
262 399 506
264 403 504
263 409 507
230 385 578
230 387 581
230 380 583
235 369 572
231 368 580
233 381 568
232 386 565
236 382 569
231 388 570
232 384 567
234 383 566
232 378 573
233 379 574
234 377 575
234 376 582
236 374 571
231 375 577
235 373 584
236 372 579
233 370 585
235 371 576
226 422 635
225 421 636
224 435 641
224 437 647
224 423 638
227 424 637
227 428 645
227 434 650
223 429 640
223 431 651
223 436 642
229 418 649
228 417 653
229 426 655
228 430 654
229 420 652
228 419 643
225 425 648
226 427 644
225 432 639
226 433 646
204 427 794
205 432 795
202 428 794
203 437 792
214 418 791
215 417 792
217 424 790
220 425 790
221 435 790
216 422 796
222 421 791
218 419 795
219 420 793
212 430 794
213 434 793
211 426 792
209 433 791
210 423 796
208 429 796
206 431 795
207 436 793
210 374 607
211 375 607
209 376 607
204 380 613
205 381 609
202 382 608
203 385 612
214 369 611
217 368 612
215 377 610
216 379 608
220 378 611
221 373 609
222 372 613
218 371 613
219 370 610
213 383 611
212 384 612
207 386 608
206 387 610
208 388 609
213 393 523
212 394 523
204 402 536
204 406 539
205 403 529
205 406 541
202 404 537
203 404 543
202 409 532
203 395 538
218 391 543
219 391 531
219 392 530
220 392 537
215 389 539
217 390 533
217 389 534
214 390 541
216 399 525
222 408 525
221 401 524
222 397 524
215 396 526
218 398 527
220 400 527
214 407 526
216 393 542
221 394 528
213 397 540
212 408 535
209 398 532
211 399 528
210 403 534
211 405 540
210 407 536
209 395 530
207 396 529
208 400 538
206 401 542
207 402 533
206 405 535
208 409 531
185 455 728
186 456 730
182 452 732
181 454 727
188 440 731
187 446 727
199 439 730
200 438 731
189 450 726
196 453 726
198 458 726
191 447 728
193 448 730
197 449 729
190 445 727
195 444 732
201 443 729
192 442 732
194 441 731
183 451 728
184 457 729
184 365 636
183 364 635
185 366 638
186 367 644
181 367 648
182 366 652
190 362 641
195 362 642
201 362 646
197 363 649
198 363 651
199 363 645
189 361 639
192 361 650
200 361 647
193 366 654
194 367 655
188 365 653
191 365 640
196 364 643
187 364 637
185 436 618
186 424 619
182 428 617
181 437 620
195 418 620
189 417 617
191 433 614
194 430 614
187 432 614
188 423 615
190 434 616
192 431 615
196 429 616
197 427 616
201 425 615
193 422 620
198 421 619
199 419 618
200 420 619
184 426 618
183 435 617
164 449 797
165 448 797
163 447 797
171 450 798
160 455 801
174 440 799
173 446 800
179 439 798
180 438 802
175 443 800
178 445 803
172 444 802
176 442 801
177 441 798
169 452 803
170 454 799
167 453 801
166 456 803
168 457 802
162 451 799
161 458 800
171 415 572
160 414 580
174 410 583
178 410 577
179 410 573
172 411 568
173 412 565
175 415 569
180 413 570
176 416 567
177 411 566
169 412 582
170 414 576
168 412 584
166 416 571
167 411 578
164 413 575
165 415 581
163 416 585
162 413 579
161 414 574
167 378 509
168 379 509
166 377 509
171 386 515
160 380 511
174 369 513
172 368 514
173 374 512
176 375 510
179 376 514
177 373 511
178 372 515
175 370 511
180 371 512
170 382 510
169 388 513
164 381 510
165 383 512
163 385 515
161 384 513
162 387 514
144 360 603
139 357 598
152 354 594
156 354 600
145 354 592
153 358 587
147 359 586
158 360 590
159 357 591
149 360 588
150 358 589
146 355 593
148 356 602
151 356 604
154 356 595
155 355 599
157 355 605
143 359 597
142 357 601
141 358 606
140 359 596
287 359 501
288 360 501
289 357 501
286 358 501
291 354 501
292 356 501
290 355 501
170 356 705
169 355 706
171 360 709
160 359 718
174 354 722
177 354 721
180 354 712
175 357 707
179 358 708
173 356 711
176 355 723
178 356 715
172 355 719
166 358 710
167 360 720
168 357 714
165 358 713
163 359 716
164 357 725
162 359 717
161 360 724
143 341 635
142 342 636
144 346 639
139 345 649
149 343 651
151 343 637
159 343 646
153 344 644
154 344 641
155 344 652
147 340 638
157 340 650
158 340 643
150 345 654
156 346 655
146 342 642
148 341 648
152 342 647
145 341 653
141 346 645
140 345 640
279 353 683
285 348 680
283 347 681
282 352 678
284 349 677
281 350 679
280 351 682
237 344 756
241 343 754
240 345 762
239 346 766
238 345 765
250 343 771
253 343 764
248 344 763
249 344 772
243 340 767
254 340 761
257 340 773
245 346 755
246 346 757
256 345 758
244 342 770
247 341 769
251 341 760
252 342 774
255 342 768
242 341 759
267 347 544
261 351 551
258 350 555
259 352 554
260 349 562
271 348 549
272 348 557
275 348 553
273 347 560
277 347 564
270 352 546
276 350 545
274 349 548
278 353 547
268 351 556
269 349 552
265 350 559
266 353 550
264 351 558
262 352 563
263 353 561
230 346 796
235 343 792
232 344 795
233 340 791
236 345 790
234 342 794
231 341 793
171 348 523
160 352 535
176 348 538
180 348 541
175 347 529
178 347 532
172 347 528
173 353 525
174 351 524
177 349 527
179 350 526
169 352 534
170 349 536
168 351 531
167 353 533
166 349 540
164 350 542
163 351 539
165 352 530
161 350 537
162 353 543
144 334 733
139 338 745
146 333 740
154 333 747
159 333 746
152 334 743
157 334 751
148 335 739
153 335 749
156 335 748
147 332 738
150 332 741
155 332 752
145 336 735
151 337 734
149 338 737
158 337 736
143 337 753
142 336 744
141 338 742
140 336 750
279 337 789
283 333 789
285 334 789
284 335 789
282 332 789
281 338 789
280 336 789
185 335 754
186 336 767
181 338 761
182 336 771
189 333 762
194 333 773
199 333 769
191 334 763
193 334 764
197 334 759
192 335 765
196 335 774
198 332 760
201 332 766
187 332 770
188 338 756
195 337 755
190 336 757
200 337 758
184 337 772
183 338 768
144 321 575
139 323 583
146 320 572
148 320 578
150 320 574
149 319 579
152 319 585
153 319 580
157 318 581
159 318 573
145 318 571
151 324 568
147 322 565
155 321 569
158 323 570
154 323 566
156 324 567
142 322 577
143 321 584
141 322 576
140 324 582
289 326 621
287 330 624
288 329 623
286 331 626
292 327 625
291 328 622
290 325 627
269 319 706
268 318 705
261 322 719
267 323 710
258 323 716
260 324 709
259 321 715
273 320 712
274 320 717
270 320 725
271 318 718
275 319 714
276 319 711
277 318 724
272 321 708
278 324 707
265 322 721
266 323 723
262 322 720
264 324 713
263 321 722
237 327 661
240 331 665
241 329 676
238 330 670
239 329 667
244 326 662
253 326 669
256 326 672
250 327 666
251 327 675
245 328 663
247 328 674
255 328 664
243 325 673
249 325 671
252 325 668
242 330 658
246 331 657
257 329 656
248 331 660
254 330 659
227 320 607
224 324 613
223 321 612
229 318 609
228 319 611
226 322 610
225 323 608
186 328 523
185 331 542
182 330 533
181 331 534
188 326 528
190 326 537
199 326 539
194 327 543
195 327 540
196 327 529
191 328 536
192 328 531
189 325 535
193 325 532
201 325 541
197 329 525
187 330 524
198 331 527
200 329 526
184 330 530
183 329 538
121 678 684
126 679 701
120 680 689
118 681 697
119 682 693
134 678 703
138 678 698
131 677 696
136 677 690
137 677 692
132 682 686
130 681 685
133 683 687
135 680 688
128 681 691
129 683 704
127 679 699
125 682 695
124 683 694
123 680 702
122 679 700
121 673 727
126 665 731
120 663 729
118 671 731
119 672 732
132 658 730
131 661 728
135 656 730
136 657 732
134 670 726
137 674 726
130 662 726
133 659 731
138 660 729
128 666 730
127 669 728
129 676 732
125 664 727
124 675 729
122 667 727
123 668 728
97 636 705
97 635 706
101 635 707
100 636 708
117 654 705
116 655 706
99 642 724
98 643 725
98 647 718
99 637 721
116 641 720
117 651 716
115 650 707
114 650 708
115 654 720
114 655 716
112 639 714
112 642 713
113 645 718
113 648 709
111 643 722
110 644 717
111 648 719
110 653 723
109 638 714
108 640 711
108 652 725
109 637 723
107 638 715
107 644 724
106 645 711
106 646 722
104 640 719
104 647 710
105 649 715
105 653 713
102 639 717
103 646 710
102 649 721
103 652 709
100 641 712
101 651 712
97 621 684
103 621 688
102 621 687
99 627 692
98 622 699
117 623 696
116 622 704
114 627 686
115 626 685
112 623 698
113 625 703
111 623 697
110 626 702
109 625 693
108 627 694
107 624 700
106 626 695
104 624 690
105 622 691
101 624 689
100 625 701
123 616 705
122 615 706
121 619 722
126 617 719
118 618 717
119 619 720
120 620 711
135 614 715
138 614 712
130 614 718
133 620 708
137 618 707
131 615 725
132 616 709
134 615 721
136 616 714
129 618 710
127 620 723
128 617 716
124 619 713
125 617 724
97 607 733
105 607 736
104 607 737
98 610 747
99 611 750
116 612 745
117 613 740
115 608 735
114 610 734
112 610 739
113 612 744
111 609 741
110 612 746
109 609 742
108 608 748
106 613 751
107 608 743
103 611 753
102 613 752
101 609 749
100 611 738
121 604 794
126 592 795
120 598 793
119 599 792
118 600 791
132 587 791
131 586 792
133 594 790
136 605 790
130 603 790
137 590 794
138 591 796
134 588 793
135 589 792
129 593 796
127 597 794
128 606 793
125 595 796
124 601 795
123 596 795
122 602 791
125 569 754
124 570 754
121 574 763
121 579 769
126 579 766
126 584 774
118 573 770
120 574 771
118 576 759
119 580 773
120 581 774
119 571 768
133 568 760
138 568 768
137 565 764
138 565 765
135 582 756
136 578 756
134 573 755
135 585 755
131 581 758
132 577 758
133 572 757
137 580 757
134 569 767
136 570 770
131 567 769
132 566 766
130 567 761
130 566 771
128 572 772
128 575 765
127 576 762
129 577 763
127 578 767
129 584 761
125 582 759
124 585 762
123 575 773
123 583 760
122 583 764
122 571 772
